energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
2010.8,0.12,0.0441,0.0023,,2010.831,0.00016346,0.0,,,,,,83,131,Bi,,0,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,3269,11,84,130,Po,1-May-2021,Shaofei Zhu and E. A. McCutchan,2025-12-15
2017.309,0.012,,,,2017.315,0.00016346,0.0,E0,,,,,83,131,Bi,,0,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,3269,11,84,130,Po,1-May-2021,Shaofei Zhu and E. A. McCutchan,2025-12-15
2021.52,0.12,0.0214,0.0023,,2630.84,,609.318,,,,,,83,131,Bi,,0,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,3269,11,84,130,Po,1-May-2021,Shaofei Zhu and E. A. McCutchan,2025-12-15
2052.96,0.12,0.069,0.005,,2662.33,,609.318,,,,,,83,131,Bi,,0,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,3269,11,84,130,Po,1-May-2021,Shaofei Zhu and E. A. McCutchan,2025-12-15
2085.19,0.15,0.0082,0.0005,,2694.62,,609.318,,,,,,83,131,Bi,,0,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,3269,11,84,130,Po,1-May-2021,Shaofei Zhu and E. A. McCutchan,2025-12-15
2089.65,0.15,0.045,0.003,,2698.60,,609.318,M1,,,0.00365,,83,131,Bi,,0,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,3269,11,84,130,Po,1-May-2021,Shaofei Zhu and E. A. McCutchan,2025-12-15
2109.98,0.12,0.085,0.005,,2719.26,,609.318,[M1+E2],,,0.0029,,83,131,Bi,,0,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,3269,11,84,130,Po,1-May-2021,Shaofei Zhu and E. A. McCutchan,2025-12-15
2118.513,0.025,1.156,0.01,,2118.535,0.00016346,0.0,M1,,,0.00356,,83,131,Bi,,0,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,3269,11,84,130,Po,1-May-2021,Shaofei Zhu and E. A. McCutchan,2025-12-15
2120,1,0.0068,0.0018,,2728.617,,609.318,,,,,,83,131,Bi,,0,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,3269,11,84,130,Po,1-May-2021,Shaofei Zhu and E. A. McCutchan,2025-12-15
2148,0.12,0.0136,0.0014,,2147.86,0.00016346,0.0,,,,,,83,131,Bi,,0,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,3269,11,84,130,Po,1-May-2021,Shaofei Zhu and E. A. McCutchan,2025-12-15
2160.4,0.3,0.0018,0.0005,,2769.91,,609.318,,,,,,83,131,Bi,,0,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,3269,11,84,130,Po,1-May-2021,Shaofei Zhu and E. A. McCutchan,2025-12-15
2176.52,0.19,0.005,0.0018,,2785.97,,609.318,,,,,,83,131,Bi,,0,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,3269,11,84,130,Po,1-May-2021,Shaofei Zhu and E. A. McCutchan,2025-12-15
2184.8,0.6,,,,2794.1,,609.318,,,,,,83,131,Bi,,0,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,3269,11,84,130,Po,1-May-2021,Shaofei Zhu and E. A. McCutchan,2025-12-15
2192.58,0.16,0.039,0.004,,2192.536,0.00016346,0.0,,,,,,83,131,Bi,,0,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,3269,11,84,130,Po,1-May-2021,Shaofei Zhu and E. A. McCutchan,2025-12-15
2193.3,0.6,,,,2802.54,,609.318,,,,,,83,131,Bi,,0,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,3269,11,84,130,Po,1-May-2021,Shaofei Zhu and E. A. McCutchan,2025-12-15
2204.1,0.04,4.92,0.03,,2204.103,0.00016346,0.0,M1,,,0.00333,,83,131,Bi,,0,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,3269,11,84,130,Po,1-May-2021,Shaofei Zhu and E. A. McCutchan,2025-12-15
2251.55,0.15,0.0055,0.0005,,2860.93,,609.318,,,,,,83,131,Bi,,0,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,3269,11,84,130,Po,1-May-2021,Shaofei Zhu and E. A. McCutchan,2025-12-15
2260.32,0.2,0.0086,0.0005,,2869.63,,609.318,,,,,,83,131,Bi,,0,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,3269,11,84,130,Po,1-May-2021,Shaofei Zhu and E. A. McCutchan,2025-12-15
2266.52,0.13,0.0168,0.0009,,2266.41,0.00016346,0.0,[E2],,,2.00E-3,,83,131,Bi,,0,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,3269,11,84,130,Po,1-May-2021,Shaofei Zhu and E. A. McCutchan,2025-12-15
2270.9,0.4,0.00132,0.00023,,2880.36,,609.318,,,,,,83,131,Bi,,0,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,3269,11,84,130,Po,1-May-2021,Shaofei Zhu and E. A. McCutchan,2025-12-15
2284.33,0.18,0.005,0.0005,,2893.60,,609.318,,,,,,83,131,Bi,,0,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,3269,11,84,130,Po,1-May-2021,Shaofei Zhu and E. A. McCutchan,2025-12-15
2287.65,0.23,0.0045,0.0005,,2896.98,,609.318,,,,,,83,131,Bi,,0,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,3269,11,84,130,Po,1-May-2021,Shaofei Zhu and E. A. McCutchan,2025-12-15
2293.38,0.03,0.309,0.005,,2293.362,0.00016346,0.0,,,,,,83,131,Bi,,0,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,3269,11,84,130,Po,1-May-2021,Shaofei Zhu and E. A. McCutchan,2025-12-15
